,id,terrestrial_date,sol,ls,month,min_temp,pressure
184,182,2012-09-16,40,172,6,-75.0,753.0
185,182,2012-09-16,40,172,6,-75.0,753.0
186,182,2012-09-16,40,172,6,-75.0,753.0
187,182,2012-09-16,40,172,6,-75.0,753.0
188,182,2012-09-16,40,172,6,-75.0,753.0
189,183,2012-09-17,41,172,6,-75.0,753.0
190,183,2012-09-17,41,172,6,-75.0,753.0
191,183,2012-09-17,41,172,6,-75.0,753.0
192,183,2012-09-17,41,172,6,-75.0,753.0
193,183,2012-09-17,41,172,6,-75.0,753.0
194,183,2012-09-17,41,172,6,-75.0,753.0
195,183,2012-09-17,41,172,6,-75.0,753.0
196,184,2012-09-18,42,173,6,-75.0,754.0
197,184,2012-09-18,42,173,6,-75.0,754.0
198,184,2012-09-18,42,173,6,-75.0,754.0
199,184,2012-09-18,42,173,6,-75.0,754.0
200,184,2012-09-18,42,173,6,-75.0,754.0
201,184,2012-09-18,42,173,6,-75.0,754.0
202,184,2012-09-18,42,173,6,-75.0,754.0
203,185,2012-09-19,43,173,6,-74.0,756.0
204,185,2012-09-19,43,173,6,-74.0,756.0
205,185,2012-09-19,43,173,6,-74.0,756.0
206,185,2012-09-19,43,173,6,-74.0,756.0
207,185,2012-09-19,43,173,6,-74.0,756.0
208,185,2012-09-19,43,173,6,-74.0,756.0
209,185,2012-09-19,43,173,6,-74.0,756.0
210,186,2012-09-20,44,174,6,-75.0,757.0
211,186,2012-09-20,44,174,6,-75.0,757.0
212,186,2012-09-20,44,174,6,-75.0,757.0
213,186,2012-09-20,44,174,6,-75.0,757.0
214,186,2012-09-20,44,174,6,-75.0,757.0
215,186,2012-09-20,44,174,6,-75.0,757.0
216,186,2012-09-20,44,174,6,-75.0,757.0
217,187,2012-09-21,45,175,6,-74.0,758.0
218,187,2012-09-21,45,175,6,-74.0,758.0
219,187,2012-09-21,45,175,6,-74.0,758.0
220,187,2012-09-21,45,175,6,-74.0,758.0
221,187,2012-09-21,45,175,6,-74.0,758.0
222,187,2012-09-21,45,175,6,-74.0,758.0
223,187,2012-09-21,45,175,6,-74.0,758.0
224,188,2012-09-22,46,175,6,-74.0,758.0
225,188,2012-09-22,46,175,6,-74.0,758.0
226,188,2012-09-22,46,175,6,-74.0,758.0
227,188,2012-09-22,46,175,6,-74.0,758.0
228,188,2012-09-22,46,175,6,-74.0,758.0
229,188,2012-09-22,46,175,6,-74.0,758.0
230,188,2012-09-22,46,175,6,-74.0,758.0
231,189,2012-09-23,47,176,6,-75.0,758.0
232,189,2012-09-23,47,176,6,-75.0,758.0
233,189,2012-09-23,47,176,6,-75.0,758.0
234,189,2012-09-23,47,176,6,-75.0,758.0
235,189,2012-09-23,47,176,6,-75.0,758.0
236,189,2012-09-23,47,176,6,-75.0,758.0
237,189,2012-09-23,47,176,6,-75.0,758.0
238,190,2012-09-24,48,176,6,-75.0,759.0
239,190,2012-09-24,48,176,6,-75.0,759.0
240,190,2012-09-24,48,176,6,-75.0,759.0
241,190,2012-09-24,48,176,6,-75.0,759.0
242,190,2012-09-24,48,176,6,-75.0,759.0
243,190,2012-09-24,48,176,6,-75.0,759.0
244,190,2012-09-24,48,176,6,-75.0,759.0
245,191,2012-09-25,49,177,6,-74.0,761.0
246,191,2012-09-25,49,177,6,-74.0,761.0
247,191,2012-09-25,49,177,6,-74.0,761.0
248,191,2012-09-25,49,177,6,-74.0,761.0
249,191,2012-09-25,49,177,6,-74.0,761.0
250,191,2012-09-25,49,177,6,-74.0,761.0
251,191,2012-09-25,49,177,6,-74.0,761.0
252,192,2012-09-26,50,177,6,-72.0,761.0
253,192,2012-09-26,50,177,6,-72.0,761.0
254,192,2012-09-26,50,177,6,-72.0,761.0
255,192,2012-09-26,50,177,6,-72.0,761.0
256,192,2012-09-26,50,177,6,-72.0,761.0
257,192,2012-09-26,50,177,6,-72.0,761.0
258,192,2012-09-26,50,177,6,-72.0,761.0
259,193,2012-09-27,51,178,6,-76.0,762.0
260,193,2012-09-27,51,178,6,-76.0,762.0
261,193,2012-09-27,51,178,6,-76.0,762.0
262,193,2012-09-27,51,178,6,-76.0,762.0
263,193,2012-09-27,51,178,6,-76.0,762.0
264,193,2012-09-27,51,178,6,-76.0,762.0
265,193,2012-09-27,51,178,6,-76.0,762.0
266,194,2012-09-28,52,179,6,-74.0,762.0
267,194,2012-09-28,52,179,6,-74.0,762.0
268,194,2012-09-28,52,179,6,-74.0,762.0
269,194,2012-09-28,52,179,6,-74.0,762.0
270,194,2012-09-28,52,179,6,-74.0,762.0
271,194,2012-09-28,52,179,6,-74.0,762.0
272,194,2012-09-28,52,179,6,-74.0,762.0
273,195,2012-09-29,53,179,6,-71.0,764.0
274,195,2012-09-29,53,179,6,-71.0,764.0
275,195,2012-09-29,53,179,6,-71.0,764.0
276,195,2012-09-29,53,179,6,-71.0,764.0
277,195,2012-09-29,53,179,6,-71.0,764.0
278,195,2012-09-29,53,179,6,-71.0,764.0
279,195,2012-09-29,53,179,6,-71.0,764.0
280,196,2012-09-30,54,180,7,-72.0,766.0
281,196,2012-09-30,54,180,7,-72.0,766.0
282,196,2012-09-30,54,180,7,-72.0,766.0
283,196,2012-09-30,54,180,7,-72.0,766.0
284,196,2012-09-30,54,180,7,-72.0,766.0
285,196,2012-09-30,54,180,7,-72.0,766.0
286,196,2012-09-30,54,180,7,-72.0,766.0
287,197,2012-10-01,55,180,7,-74.0,766.0
288,197,2012-10-01,55,180,7,-74.0,766.0
289,197,2012-10-01,55,180,7,-74.0,766.0
290,197,2012-10-01,55,180,7,-74.0,766.0
291,197,2012-10-01,55,180,7,-74.0,766.0
292,197,2012-10-01,55,180,7,-74.0,766.0
293,197,2012-10-01,55,180,7,-74.0,766.0
294,198,2012-10-02,56,181,7,-73.0,768.0
295,198,2012-10-02,56,181,7,-73.0,768.0
296,198,2012-10-02,56,181,7,-73.0,768.0
297,198,2012-10-02,56,181,7,-73.0,768.0
298,198,2012-10-02,56,181,7,-73.0,768.0
299,198,2012-10-02,56,181,7,-73.0,768.0
300,198,2012-10-02,56,181,7,-73.0,768.0
301,199,2012-10-03,57,181,7,-73.0,769.0
302,199,2012-10-03,57,181,7,-73.0,769.0
303,199,2012-10-03,57,181,7,-73.0,769.0
304,199,2012-10-03,57,181,7,-73.0,769.0
305,199,2012-10-03,57,181,7,-73.0,769.0
306,199,2012-10-03,57,181,7,-73.0,769.0
307,199,2012-10-03,57,181,7,-73.0,769.0
308,200,2012-10-04,58,182,7,-74.0,769.0
309,200,2012-10-04,58,182,7,-74.0,769.0
310,200,2012-10-04,58,182,7,-74.0,769.0
311,200,2012-10-04,58,182,7,-74.0,769.0
312,200,2012-10-04,58,182,7,-74.0,769.0
313,200,2012-10-04,58,182,7,-74.0,769.0
314,200,2012-10-04,58,182,7,-74.0,769.0
315,201,2012-10-05,59,183,7,-76.0,771.0
316,201,2012-10-05,59,183,7,-76.0,771.0
317,201,2012-10-05,59,183,7,-76.0,771.0
318,201,2012-10-05,59,183,7,-76.0,771.0
319,201,2012-10-05,59,183,7,-76.0,771.0
320,201,2012-10-05,59,183,7,-76.0,771.0
321,201,2012-10-05,59,183,7,-76.0,771.0
322,202,2012-10-06,60,183,7,-75.0,772.0
323,202,2012-10-06,60,183,7,-75.0,772.0
324,202,2012-10-06,60,183,7,-75.0,772.0
325,202,2012-10-06,60,183,7,-75.0,772.0
326,202,2012-10-06,60,183,7,-75.0,772.0
327,202,2012-10-06,60,183,7,-75.0,772.0
328,202,2012-10-06,60,183,7,-75.0,772.0
329,203,2012-10-07,61,184,7,-72.0,772.0
330,203,2012-10-07,61,184,7,-72.0,772.0
331,203,2012-10-07,61,184,7,-72.0,772.0
332,203,2012-10-07,61,184,7,-72.0,772.0
333,203,2012-10-07,61,184,7,-72.0,772.0
334,203,2012-10-07,61,184,7,-72.0,772.0
335,203,2012-10-07,61,184,7,-72.0,772.0
336,204,2012-10-08,62,184,7,-72.0,774.0
337,204,2012-10-08,62,184,7,-72.0,774.0
338,204,2012-10-08,62,184,7,-72.0,774.0
339,204,2012-10-08,62,184,7,-72.0,774.0
340,204,2012-10-08,62,184,7,-72.0,774.0
341,204,2012-10-08,62,184,7,-72.0,774.0
342,204,2012-10-08,62,184,7,-72.0,774.0
343,205,2012-10-09,63,185,7,-73.0,775.0
344,205,2012-10-09,63,185,7,-73.0,775.0
345,205,2012-10-09,63,185,7,-73.0,775.0
346,205,2012-10-09,63,185,7,-73.0,775.0
347,205,2012-10-09,63,185,7,-73.0,775.0
348,205,2012-10-09,63,185,7,-73.0,775.0
349,205,2012-10-09,63,185,7,-73.0,775.0
350,206,2012-10-10,64,186,7,-74.0,776.0
351,206,2012-10-10,64,186,7,-74.0,776.0
352,206,2012-10-10,64,186,7,-74.0,776.0
353,206,2012-10-10,64,186,7,-74.0,776.0
354,206,2012-10-10,64,186,7,-74.0,776.0
355,206,2012-10-10,64,186,7,-74.0,776.0
356,206,2012-10-10,64,186,7,-74.0,776.0
357,207,2012-10-11,65,186,7,-72.0,777.0
358,207,2012-10-11,65,186,7,-72.0,777.0
359,207,2012-10-11,65,186,7,-72.0,777.0
360,207,2012-10-11,65,186,7,-72.0,777.0
361,207,2012-10-11,65,186,7,-72.0,777.0
362,207,2012-10-11,65,186,7,-72.0,777.0
363,207,2012-10-11,65,186,7,-72.0,777.0
364,208,2012-10-12,66,187,7,-73.0,778.0
365,208,2012-10-12,66,187,7,-73.0,778.0
366,208,2012-10-12,66,187,7,-73.0,778.0
367,208,2012-10-12,66,187,7,-73.0,778.0
368,208,2012-10-12,66,187,7,-73.0,778.0
369,208,2012-10-12,66,187,7,-73.0,778.0
370,208,2012-10-12,66,187,7,-73.0,778.0
371,209,2012-10-13,67,187,7,-73.0,780.0
372,209,2012-10-13,67,187,7,-73.0,780.0
373,209,2012-10-13,67,187,7,-73.0,780.0
374,209,2012-10-13,67,187,7,-73.0,780.0
375,209,2012-10-13,67,187,7,-73.0,780.0
376,209,2012-10-13,67,187,7,-73.0,780.0
377,209,2012-10-13,67,187,7,-73.0,780.0
378,210,2012-10-14,68,188,7,-71.0,781.0
379,210,2012-10-14,68,188,7,-71.0,781.0
380,210,2012-10-14,68,188,7,-71.0,781.0
381,210,2012-10-14,68,188,7,-71.0,781.0
382,210,2012-10-14,68,188,7,-71.0,781.0
383,210,2012-10-14,68,188,7,-71.0,781.0
384,210,2012-10-14,68,188,7,-71.0,781.0
385,211,2012-10-15,69,189,7,-73.0,778.0
386,211,2012-10-15,69,189,7,-73.0,778.0
387,211,2012-10-15,69,189,7,-73.0,778.0
388,211,2012-10-15,69,189,7,-73.0,778.0
389,211,2012-10-15,69,189,7,-73.0,778.0
390,211,2012-10-15,69,189,7,-73.0,778.0
391,211,2012-10-15,69,189,7,-73.0,778.0
392,212,2012-10-17,70,189,7,-72.0,783.0
393,212,2012-10-17,70,189,7,-72.0,783.0
394,212,2012-10-17,70,189,7,-72.0,783.0
395,212,2012-10-17,70,189,7,-72.0,783.0
396,212,2012-10-17,70,189,7,-72.0,783.0
397,212,2012-10-17,70,189,7,-72.0,783.0
398,212,2012-10-17,70,189,7,-72.0,783.0
399,213,2012-10-18,71,190,7,-71.0,784.0
400,213,2012-10-18,71,190,7,-71.0,784.0
401,213,2012-10-18,71,190,7,-71.0,784.0
402,213,2012-10-18,71,190,7,-71.0,784.0
403,213,2012-10-18,71,190,7,-71.0,784.0
404,213,2012-10-18,71,190,7,-71.0,784.0
405,213,2012-10-18,71,190,7,-71.0,784.0
406,214,2012-10-19,72,190,7,-73.0,785.0
407,214,2012-10-19,72,190,7,-73.0,785.0
408,214,2012-10-19,72,190,7,-73.0,785.0
409,214,2012-10-19,72,190,7,-73.0,785.0
410,214,2012-10-19,72,190,7,-73.0,785.0
411,214,2012-10-19,72,190,7,-73.0,785.0
412,214,2012-10-19,72,190,7,-73.0,785.0
413,215,2012-10-20,73,191,7,-70.0,788.0
414,215,2012-10-20,73,191,7,-70.0,788.0
415,215,2012-10-20,73,191,7,-70.0,788.0
416,215,2012-10-20,73,191,7,-70.0,788.0
417,215,2012-10-20,73,191,7,-70.0,788.0
418,215,2012-10-20,73,191,7,-70.0,788.0
419,215,2012-10-20,73,191,7,-70.0,788.0
420,216,2012-10-21,74,192,7,-72.0,790.0
421,216,2012-10-21,74,192,7,-72.0,790.0
422,216,2012-10-21,74,192,7,-72.0,790.0
423,216,2012-10-21,74,192,7,-72.0,790.0
424,216,2012-10-21,74,192,7,-72.0,790.0
425,216,2012-10-21,74,192,7,-72.0,790.0
426,216,2012-10-21,74,192,7,-72.0,790.0
427,217,2012-10-22,75,192,7,-73.0,791.0
428,217,2012-10-22,75,192,7,-73.0,791.0
429,217,2012-10-22,75,192,7,-73.0,791.0
430,217,2012-10-22,75,192,7,-73.0,791.0
431,217,2012-10-22,75,192,7,-73.0,791.0
432,217,2012-10-22,75,192,7,-73.0,791.0
433,217,2012-10-22,75,192,7,-73.0,791.0
434,218,2012-10-23,76,193,7,-73.0,792.0
435,218,2012-10-23,76,193,7,-73.0,792.0
436,218,2012-10-23,76,193,7,-73.0,792.0
437,218,2012-10-23,76,193,7,-73.0,792.0
438,218,2012-10-23,76,193,7,-73.0,792.0
439,218,2012-10-23,76,193,7,-73.0,792.0
440,218,2012-10-23,76,193,7,-73.0,792.0
441,219,2012-10-24,77,193,7,-71.0,792.0
442,219,2012-10-24,77,193,7,-71.0,792.0
443,219,2012-10-24,77,193,7,-71.0,792.0
444,219,2012-10-24,77,193,7,-71.0,792.0
445,219,2012-10-24,77,193,7,-71.0,792.0
446,219,2012-10-24,77,193,7,-71.0,792.0
447,219,2012-10-24,77,193,7,-71.0,792.0
448,220,2012-10-25,78,194,7,-71.0,793.0
449,220,2012-10-25,78,194,7,-71.0,793.0
450,220,2012-10-25,78,194,7,-71.0,793.0
451,220,2012-10-25,78,194,7,-71.0,793.0
452,220,2012-10-25,78,194,7,-71.0,793.0
453,220,2012-10-25,78,194,7,-71.0,793.0
454,220,2012-10-25,78,194,7,-71.0,793.0
455,221,2012-10-26,79,195,7,-73.0,795.0
456,221,2012-10-26,79,195,7,-73.0,795.0
457,221,2012-10-26,79,195,7,-73.0,795.0
458,221,2012-10-26,79,195,7,-73.0,795.0
459,221,2012-10-26,79,195,7,-73.0,795.0
460,221,2012-10-26,79,195,7,-73.0,795.0
461,221,2012-10-26,79,195,7,-73.0,795.0
462,222,2012-10-27,80,195,7,-70.0,796.0
463,222,2012-10-27,80,195,7,-70.0,796.0
464,222,2012-10-27,80,195,7,-70.0,796.0
465,222,2012-10-27,80,195,7,-70.0,796.0
466,222,2012-10-27,80,195,7,-70.0,796.0
467,222,2012-10-27,80,195,7,-70.0,796.0
468,222,2012-10-27,80,195,7,-70.0,796.0
469,223,2012-10-28,81,196,7,-72.0,798.0
470,223,2012-10-28,81,196,7,-72.0,798.0
471,223,2012-10-28,81,196,7,-72.0,798.0
472,223,2012-10-28,81,196,7,-72.0,798.0
473,223,2012-10-28,81,196,7,-72.0,798.0
474,223,2012-10-28,81,196,7,-72.0,798.0
475,223,2012-10-28,81,196,7,-72.0,798.0
476,224,2012-10-29,82,196,7,-72.0,799.0
477,224,2012-10-29,82,196,7,-72.0,799.0
478,224,2012-10-29,82,196,7,-72.0,799.0
479,224,2012-10-29,82,196,7,-72.0,799.0
480,224,2012-10-29,82,196,7,-72.0,799.0
481,224,2012-10-29,82,196,7,-72.0,799.0
482,224,2012-10-29,82,196,7,-72.0,799.0
483,225,2012-10-30,83,197,7,-72.0,801.0
484,225,2012-10-30,83,197,7,-72.0,801.0
485,225,2012-10-30,83,197,7,-72.0,801.0
486,225,2012-10-30,83,197,7,-72.0,801.0
487,225,2012-10-30,83,197,7,-72.0,801.0
488,225,2012-10-30,83,197,7,-72.0,801.0
489,225,2012-10-30,83,197,7,-72.0,801.0
490,226,2012-10-31,84,198,7,-70.0,801.0
491,226,2012-10-31,84,198,7,-70.0,801.0
492,226,2012-10-31,84,198,7,-70.0,801.0
493,226,2012-10-31,84,198,7,-70.0,801.0
494,226,2012-10-31,84,198,7,-70.0,801.0
495,226,2012-10-31,84,198,7,-70.0,801.0
496,226,2012-10-31,84,198,7,-70.0,801.0
497,227,2012-11-01,85,198,7,-71.0,805.0
498,227,2012-11-01,85,198,7,-71.0,805.0
499,227,2012-11-01,85,198,7,-71.0,805.0
500,227,2012-11-01,85,198,7,-71.0,805.0
501,227,2012-11-01,85,198,7,-71.0,805.0
502,227,2012-11-01,85,198,7,-71.0,805.0
503,227,2012-11-01,85,198,7,-71.0,805.0
504,228,2012-11-02,86,199,7,-71.0,808.0
505,228,2012-11-02,86,199,7,-71.0,808.0
506,228,2012-11-02,86,199,7,-71.0,808.0
507,228,2012-11-02,86,199,7,-71.0,808.0
508,228,2012-11-02,86,199,7,-71.0,808.0
509,228,2012-11-02,86,199,7,-71.0,808.0
510,228,2012-11-02,86,199,7,-71.0,808.0
511,229,2012-11-03,87,199,7,-70.0,808.0
512,229,2012-11-03,87,199,7,-70.0,808.0
513,229,2012-11-03,87,199,7,-70.0,808.0
514,229,2012-11-03,87,199,7,-70.0,808.0
515,229,2012-11-03,87,199,7,-70.0,808.0
516,229,2012-11-03,87,199,7,-70.0,808.0
517,229,2012-11-03,87,199,7,-70.0,808.0
518,230,2012-11-04,88,200,7,-70.0,811.0
519,230,2012-11-04,88,200,7,-70.0,811.0
520,230,2012-11-04,88,200,7,-70.0,811.0
521,230,2012-11-04,88,200,7,-70.0,811.0
522,230,2012-11-04,88,200,7,-70.0,811.0
523,230,2012-11-04,88,200,7,-70.0,811.0
524,230,2012-11-04,88,200,7,-70.0,811.0
525,231,2012-11-05,89,201,7,-73.0,813.0
526,231,2012-11-05,89,201,7,-73.0,813.0
527,231,2012-11-05,89,201,7,-73.0,813.0
528,231,2012-11-05,89,201,7,-73.0,813.0
529,231,2012-11-05,89,201,7,-73.0,813.0
530,231,2012-11-05,89,201,7,-73.0,813.0
531,231,2012-11-05,89,201,7,-73.0,813.0
532,233,2012-11-06,90,201,7,-71.0,813.0
533,233,2012-11-06,90,201,7,-71.0,813.0
534,233,2012-11-06,90,201,7,-71.0,813.0
535,233,2012-11-06,90,201,7,-71.0,813.0
